NET_ACO,NET_PCO,NET_FCA,NET_CRR,NET_CE,NET_S_R,NET_S_S_O,NET_S_RETRAN,NET_BAD_S_R,NET_R_S,NET_P_P_R_Q,NET_P_R_E_C,NET_D_A_D_L,NET_T_R_P_L,NET_C_W_R_F,NET_C_W_R_P,NET_TCP_D_L,NET_F_RETRAN,NET_FWD_RETRAN,NET_RETRAN_S_S,NET_O_TCP_TO,NET_S_RETRAN_F,NET_T_R_L_P,NET_P_C_R_Q,NET_C_R_U_D,NET_C_R_E_U_C,NET_C_A_T,NET_T_RST_MEM,IO_R,IO_B,IO_BI,IO_BO,IO_IN,IO_CS,DATE,TIME,CPU_T_P_S,CPU_COUNT,CPU_SYS,CPU_USR,CPU_USR_N_P,CPU_IDLE,CPU_WAIT,CPU_IRQ,CPU_S_IRQ,CPU_STEAL,CPU_GUEST,CPU_F,CPU_F_A,CPU_LA_1,CPU_LA_5,CPU_LA_15,CPU_CS,CPU_INT,CPU_P_SIZE,MEM_TOT,MEM_FREE,MEM_P_CACHE,MEM_B_CACHE,MEM_SLAB,MEM_D_P,MEM_R_SLAB,NETU_TCP_R,NETU_TCP_S,NETU_UDP_R,NETU_UDP_S,NETU_IP_R,NETU_IP_S,NETU_IP_U,NETU_IP_F,MEM_USED,CPU_TOT,ID,mpatha_TS,mpatha_READS,mpatha_READ_TR,mpatha_WRITES,mpatha_WRITE_TR,mpathap1_TS,mpathap1_READS,mpathap1_READ_TR,mpathap1_WRITES,mpathap1_WRITE_TR,sda_TS,sda_READS,sda_READ_TR,sda_WRITES,sda_WRITE_TR,sdb_TS,sdb_READS,sdb_READ_TR,sdb_WRITES,sdb_WRITE_TR,sdc_TS,sdc_READS,sdc_READ_TR,sdc_WRITES,sdc_WRITE_TR,sdd_TS,sdd_READS,sdd_READ_TR,sdd_WRITES,sdd_WRITE_TR,sde_TS,sde_READS,sde_READ_TR,sde_WRITES,sde_WRITE_TR,eth0_P_RCV,eth0_B_RCV,eth0_P_SENT,eth0_B_SENT,eth0_SPEED,eth0_DUP_MODE,eth1_P_RCV,eth1_B_RCV,eth1_P_SENT,eth1_B_SENT,eth1_SPEED,eth1_DUP_MODE,eth2_P_RCV,eth2_B_RCV,eth2_P_SENT,eth2_B_SENT,eth2_SPEED,eth2_DUP_MODE,eth3_P_RCV,eth3_B_RCV,eth3_P_SENT,eth3_B_SENT,eth3_SPEED,eth3_DUP_MODE,sacf_INST,sacf_MIN_USR_CPU,sacf_MAX_USR_CPU,sacf_TOT_USR_CPU,sacf_MIN_SYS_CPU,sacf_MAX_SYS_CPU,sacf_TOT_SYS_CPU,sacf_MIN_CPU,sacf_MAX_CPU,sacf_TOT_CPU,sacf_MIN_DSK_READ,sacf_MAX_DSK_READ,sacf_TOT_DSK_READ,sacf_MIN_DSK_WRITE,sacf_MAX_DSK_WRITE,sacf_TOT_DSK_WRITE,sacf_MIN_TCP_SENT,sacf_MAX_TCP_SENT,sacf_TOT_TCP_SENT,sacf_MIN_TCP_RECV,sacf_MAX_TCP_RECV,sacf_TOT_TCP_RECV,sacf_MIN_UDP_SENT,sacf_MAX_UDP_SENT,sacf_TOT_UDP_SENT,sacf_MIN_UDP_RECV,sacf_MAX_UDP_RECV,sacf_TOT_UDP_RECV,sacf_MIN_V_MEM,sacf_MAX_V_MEM,sacf_TOT_V_MEM,sacf_MIN_V_G_MEM,sacf_MAX_V_G_MEM,sacf_TOT_V_G_MEM,sacf_MIN_R_MEM,sacf_MAX_R_MEM,sacf_TOT_R_MEM,sacf_MIN_R_G_MEM,sacf_MAX_R_G_MEM,sacf_TOT_R_G_MEM,pcef_INST,pcef_MIN_USR_CPU,pcef_MAX_USR_CPU,pcef_TOT_USR_CPU,pcef_MIN_SYS_CPU,pcef_MAX_SYS_CPU,pcef_TOT_SYS_CPU,pcef_MIN_CPU,pcef_MAX_CPU,pcef_TOT_CPU,pcef_MIN_DSK_READ,pcef_MAX_DSK_READ,pcef_TOT_DSK_READ,pcef_MIN_DSK_WRITE,pcef_MAX_DSK_WRITE,pcef_TOT_DSK_WRITE,pcef_MIN_TCP_SENT,pcef_MAX_TCP_SENT,pcef_TOT_TCP_SENT,pcef_MIN_TCP_RECV,pcef_MAX_TCP_RECV,pcef_TOT_TCP_RECV,pcef_MIN_UDP_SENT,pcef_MAX_UDP_SENT,pcef_TOT_UDP_SENT,pcef_MIN_UDP_RECV,pcef_MAX_UDP_RECV,pcef_TOT_UDP_RECV,pcef_MIN_V_MEM,pcef_MAX_V_MEM,pcef_TOT_V_MEM,pcef_MIN_V_G_MEM,pcef_MAX_V_G_MEM,pcef_TOT_V_G_MEM,pcef_MIN_R_MEM,pcef_MAX_R_MEM,pcef_TOT_R_MEM,pcef_MIN_R_G_MEM,pcef_MAX_R_G_MEM,pcef_TOT_R_G_MEM
2,0,2,0,126,35241,35784,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,105507,352066,22,2013/11/25,14:28:41,100,16,18.975,20.925,0,53.1375,0.6,0,62.6,0,0,24210,1212,0.02,0.21,0.16,1756470,527186,4096,32091.19921875,1750.19140625,26057.92578125,445.53125,1255.58984375,28.9765625,1156.58203125,35276,35819,7,3,362314,362325,35385,326489,30341.0078125,39.9,94,0,0,0,0,0,0,0,0,0,0,97,0,0,18,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0.0864120483398438,217.6,0.206687927246094,1000,1,65651,472.410101318359,65567.4,470.837301635742,0,1,0,0,0,0,1000,1,0,0,0,0,0,1,2,26.2,26.2,26.2,17,17,17,43.2,43.2,43.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,272632,295672,0,0,0,4268,71100,75368,0,0,0,2,169.2,169.2,169.2,257.8,257.8,257.8,427,427,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9936,317668,327604,0,0,0,1928,260168,262096,0,0,0
0,0,0,0,126,12521,12929,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3300,43029,134431,2013/11/25,14:28:46,100,16,10.8875,9.6625,0,75.8375,3.6,0,24.6,0,0,17024,852,0.02,0.21,0.16,698614,221692,4096,32091.19921875,1753.859375,26060.8828125,445.53125,1253.41796875,15.94921875,1156.67578125,13520,13935,7,4,134188,135942,13635,122000,30337.33984375,20.55,95,0,0,0,0,0,0,0,0,0,0,217,0,0,149,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.8,0.073956298828125,167.4,0.155836486816406,1000,1,24133,175.409713745117,24423.4,176.998526000977,0,1,0,0,0,0,1000,1,0,0,0,0,0,1,2,9.8,9.8,9.8,6.4,6.4,6.4,16.2,16.2,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,272632,295672,0,0,0,4268,71100,75368,0,0,0,2,70.8,70.8,70.8,99.2,99.2,99.2,170,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9936,317668,327604,0,0,0,1928,260168,262096,0,0,0
0,0,0,0,126,7865,8246,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,18,27556,76970,2013/11/25,14:28:51,100,16,8.425,6.6875,0,82.35,1,0,14.2,0,0,17024,852,0.01,0.20,0.16,384831,137724,4096,32091.19921875,1752.7109375,26062.1796875,445.53125,1253.19921875,17.26171875,1156.70703125,8130,8512,5,2,73355,73629,8226,65115,30338.48828125,15.1125,96,0,0,0,0,0,0,0,0,0,0,58,0,0,12,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.2,0.075341796875,153,0.140310668945312,1000,1,13027.2,93.6278411865234,13027.2,93.4260498046875,0,1,0,0,0,0,1000,1,0,0,0,0,0,1,2,6.8,6.8,6.8,4.2,4.2,4.2,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,272632,295672,0,0,0,4268,71100,75368,0,0,0,2,43.4,43.4,43.4,63.4,63.4,63.4,106.8,106.8,106.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9936,317668,327604,0,0,0,1928,260168,262096,0,0,0
0,0,0,0,126,11122,11514,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,27,35543,104808,2013/11/25,14:28:56,100,16,9.7625,8.4125,0,78.6375,1,0,21.2,0,0,17024,852,0.01,0.20,0.16,524046,177814,4096,32091.19921875,1750.99609375,26063.828125,445.53125,1253.34375,18.90625,1156.75390625,11122,11513,5,3,102389,102644,11253,91129,30340.203125,18.175,97,0,0,0,0,0,0,0,0,0,0,74,0,0,18,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0.0742523193359375,157.4,0.147109985351562,1000,1,18231,131.705215454102,18231,131.425231933594,0,1,0,0,0,0,1000,1,0,0,0,0,0,1,2,9.2,9.2,9.2,6,6,6,15.2,15.2,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,272632,295672,0,0,0,4268,71100,75368,0,0,0,2,61.4,61.4,61.4,89.4,89.4,89.4,150.8,150.8,150.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9936,317668,327604,0,0,0,1928,260168,262096,0,0,0
2,0,2,0,126,24018,24208,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3662,67972,213559,16,2013/11/25,14:29:01,100,16,14.6625,15.0125,0,63.5375,22.2,0,42.8,0,0,17024,852,0.01,0.20,0.16,1051058,335089,4096,32091.19921875,1745.80859375,26067.23828125,445.54296875,1253.44921875,4.73828125,1156.8828125,22572,22776,7,3,217656,217512,22721,194737,30345.390625,29.675,98,0,0,0,0,0,0,0,0,0,0,361,0,0,196,36624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.4,0.0981201171875,162,0.150762939453125,1000,1,39019.8,280.994125366211,38986.6,280.217245483398,0,1,0,0,0,0,1000,1,0,0,0,0,0,1,2,19.2,19.2,19.2,11,11,11,30.2,30.2,30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,272632,295672,0,0,0,4268,71100,75368,0,0,0,2,123.4,123.4,123.4,187,187,187,310.4,310.4,310.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9936,317668,327604,0,0,0,1928,260168,262096,0,0,0
0,0,0,0,126,37237,37309,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,190,109614,372122,2013/11/25,14:29:06,100,16,19.825,22.325,0,50.4,0.6,0,65.6,0,0,17956,899,0.01,0.19,0.16,1877344,552852,4096,32091.19921875,1739.22265625,26073.02734375,445.54296875,1256.07421875,9.7890625,1157.04296875,38236,38295,7,4,383993,384098,38341,345796,30351.9765625,42.15,99,0,0,0,0,0,0,0,0,0,0,102,0,0,28,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.4,0.128572082519531,211.8,0.194076538085938,1000,1,69385.8,498.966705322266,69419,498.036053466797,0,1,0,0,0,0,1000,1,0,0,0,0,0,1,2,28.4,28.4,28.4,17.8,17.8,17.8,46.2,46.2,46.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,272632,295672,0,0,0,4268,71100,75368,0,0,0,2,172.4,172.4,172.4,266.6,266.6,266.6,439,439,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9936,317668,327604,0,0,0,1928,260168,262096,0,0,0
0,0,0,0,126,19535,19988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,41,59932,196968,2013/11/25,14:29:11,100,16,12.4125,12.125,0,71.275,0.8,0,33.6,0,0,17024,852,0.01,0.19,0.16,984817,299566,4096,32091.19921875,1736.97265625,26077.01171875,445.54296875,1253.90234375,13.671875,1157.1484375,19401,19851,5,2,198494,198854,19477,178999,30354.2265625,24.5375,100,0,0,0,0,0,0,0,0,0,0,102,0,0,34,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.2,0.0714462280273438,180.8,0.167494201660156,1000,1,35826.2,259.698797607422,35826.2,259.149368286133,0,1,0,0,0,0,1000,1,0,0,0,0,0,1,2,14.2,14.2,14.2,10.2,10.2,10.2,24.4,24.4,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,272632,295672,0,0,0,4268,71100,75368,0,0,0,2,89.2,89.2,89.2,138.2,138.2,138.2,227.4,227.4,227.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9936,317668,327604,0,0,0,1928,260168,262096,0,0,0
0,0,0,0,126,5670,6054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1618,19842,51250,2013/11/25,14:29:16,100,16,7.0375,4.4375,0,86.9,0.6,0.2,9,0,0,17024,852,0.01,0.19,0.16,256271,99300,4096,32091.19921875,1736.078125,26078.05078125,445.546875,1253.80859375,6.8984375,1157.15234375,5425,5808,5,3,48365,48641,5519,42830,30355.12109375,11.475,101,0,0,0,0,0,0,0,0,0,0,142,0,0,81,16184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.8,0.0663787841796875,153.6,0.143212890625,1000,1,8569.2,62.0230438232422,8569.2,61.8926666259766,0,1,0,0,0,0,1000,1,0,0,0,0,0,1,2,3.8,3.8,3.8,2.6,2.6,2.6,6.4,6.4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,272632,295672,0,0,0,4268,71100,75368,0,0,0,2,22.8,22.8,22.8,34.4,34.4,34.4,57.2,57.2,57.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9936,317668,327604,0,0,0,1928,260168,262096,0,0,0
2,0,2,0,126,2881,3253,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,26,14827,33564,2013/11/25,14:29:21,100,16,6.4375,3.325,0,88.9875,0.8,0,4.8,0,0,17024,852,0.01,0.18,0.16,167760,73980,4096,32091.19921875,1734.57421875,26078.81640625,445.546875,1253.51171875,7.671875,1157.1875,3296,3671,7,3,27568,27826,3400,24153,30356.625,9.7625,102,0,0,0,0,0,0,0,0,0,0,64,0,0,10,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.6,0.069140625,152.4,0.143264770507812,1000,1,4835.2,34.7266906738281,4835.2,34.6522521972656,0,1,0,0,0,0,1000,1,0,0,0,0,0,1,2,2.2,2.2,2.2,1.2,1.2,1.2,3.4,3.4,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,272632,295672,0,0,0,4268,71100,75368,0,0,0,2,12.2,12.2,12.2,20,20,20,32.2,32.2,32.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9936,317668,327604,0,0,0,1928,260168,262096,0,0,0
0,0,0,0,126,7069,7449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,29,25156,69096,2013/11/25,14:29:26,100,16,8.1125,5.8625,0,83.8,1,0,13,0,0,17024,852,0.01,0.18,0.16,345527,125897,4096,32091.19921875,1732.01953125,26080.03125,445.546875,1253.75390625,8.92578125,1157.23046875,7480,7859,7,4,66126,66375,7600,58511,30359.1796875,13.975,103,0,0,0,0,0,0,0,0,0,0,73,0,0,17,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.4,0.0695159912109375,153,0.14287109375,1000,1,11714,83.9472747802734,11714,83.7657409667969,0,1,0,0,0,0,1000,1,0,0,0,0,0,1,2,5.8,5.8,5.8,3.6,3.6,3.6,9.4,9.4,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,272632,295672,0,0,0,4268,71100,75368,0,0,0,2,37.8,37.8,37.8,53.8,53.8,53.8,91.6,91.6,91.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9936,317668,327604,0,0,0,1928,260168,262096,0,0,0
0,0,0,0,126,31091,31709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1677,77609,290607,2013/11/25,14:29:31,100,16,18.2375,25.2375,0,51.1875,4.6,0,43.4,0,0,17024,852,0.01,0.18,0.16,1447295,386402,4096,32091.19921875,1697.7734375,26111.3828125,445.546875,1256.58203125,32.3671875,1158.09765625,30192,30835,5,2,219971,220527,30263,189697,30393.42578125,43.475,104,0,0,0,0,0,0,0,0,0,0,195,0,0,102,16768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1761.2,9.47644500732422,1846.2,9.42467346191406,1000,1,38121,274.476919555664,38121,273.870715332031,0,1,0,0,0,0,1000,1,0,0,0,0,0,1,2,148.8,148.8,148.8,60,60,60,208.8,208.8,208.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,272632,295672,0,0,0,4268,71852,76120,0,752,752,2,163.8,163.8,163.8,176,176,176,339.8,339.8,339.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9936,317668,327604,0,0,0,1928,260244,262172,0,76,76
0,0,0,0,126,16258,16604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1326,51802,157790,2013/11/25,14:29:36,100,16,12.2375,11.8125,0,71.725,1.4,0,30.6,0,0,17024,852,0.00,0.17,0.15,794655,260558,4096,32091.19921875,1694.53515625,26117.140625,445.546875,1255.11328125,31.8203125,1158.2890625,17156,17477,5,3,155859,156128,17214,138642,30396.6640625,24.05,105,0,0,0,0,0,0,0,0,0,0,258,0,0,105,13264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.6,2.00806274414062,448,1.47505798339844,1000,1,27862.2,201.138046264648,27862.2,200.696099853516,0,1,0,0,0,0,1000,1,0,0,0,0,0,1,2,20.4,20.4,20.4,10.2,10.2,10.2,30.6,30.6,30.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,272632,295672,0,0,0,4268,71068,75336,-784,0,-784,2,89,89,89,132.8,132.8,132.8,221.8,221.8,221.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9936,317668,327604,0,0,0,1928,260244,262172,0,0,0
2,0,2,0,126,4482,4832,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,34,18428,46130,2013/11/25,14:29:41,100,16,7.35,4.6625,0,86.2375,1,0,8.8,0,0,17024,852,0.00,0.17,0.15,230614,92224,4096,32091.19921875,1692.41015625,26117.7109375,445.546875,1254.7109375,32.40625,1158.32421875,4467,4832,7,3,38649,38933,4545,34097,30398.7890625,12.0125,106,0,0,0,0,0,0,0,0,0,0,95,0,0,16,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.2,0.0609619140625,148.4,0.142202758789062,1000,1,6823.6,48.734228515625,6823.6,48.6270721435547,0,1,0,0,0,0,1000,1,0,0,0,0,0,1,2,3.6,3.6,3.6,2.6,2.6,2.6,6.2,6.2,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,272632,295672,0,0,0,4268,71068,75336,0,0,0,2,27.4,27.4,27.4,40,40,40,67.4,67.4,67.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9936,317668,327604,0,0,0,1928,260244,262172,0,0,0
0,0,0,0,126,5597,5878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2534,20786,53139,2013/11/25,14:29:46,100,16,7.725,5.3,0,84.8875,2.6,0,11,0,0,17024,852,0.00,0.17,0.15,265731,103945,4096,32091.19921875,1692.11328125,26119.05078125,445.546875,1254.73046875,21.4375,1158.37109375,5612,5877,7,4,47666,47870,5673,41989,30399.0859375,13.025,107,0,0,0,0,0,0,0,0,0,0,207,0,0,132,25344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.2,0.069708251953125,150.2,0.140350341796875,1000,1,8400.8,60.4258514404297,8400.8,60.2957183837891,0,1,0,0,0,0,1000,1,0,0,0,0,0,1,2,4.6,4.6,4.6,3.2,3.2,3.2,7.8,7.8,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,272632,295672,0,0,0,4268,71068,75336,0,0,0,2,34,34,34,47.8,47.8,47.8,81.8,81.8,81.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9936,317668,327604,0,0,0,1928,260244,262172,0,0,0
0,0,0,0,126,8644,9045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,30176,88293,2013/11/25,14:29:51,100,16,8.5125,6.425,0,82.825,0.4,0,15.6,0,0,17024,852,0.00,0.16,0.15,441433,150805,4096,32091.19921875,1690.3828125,26120.41015625,445.546875,1254.5,22.8203125,1158.41015625,8644,9045,5,2,84612,84872,8764,75825,30400.81640625,14.9375,108,0,0,0,0,0,0,0,0,0,0,34,0,0,5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0.071795654296875,160.8,0.147332763671875,1000,1,15174.6,109.123220825195,15174.6,108.88742980957,0,1,0,0,0,0,1000,1,0,0,0,0,0,1,2,6.6,6.6,6.6,4.2,4.2,4.2,10.8,10.8,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,272632,295672,0,0,0,4268,71068,75336,0,0,0,2,42.8,42.8,42.8,63.6,63.6,63.6,106.4,106.4,106.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9936,317668,327604,0,0,0,1928,260244,262172,0,0,0
0,0,0,0,126,18071,18503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,28,53612,167244,2013/11/25,14:29:56,100,16,11.9125,11.9375,0,72.025,0.8,0,30.6,0,0,17024,852,0.00,0.16,0.15,836265,268129,4096,32091.19921875,1687.62890625,26122.85546875,445.55078125,1255.0078125,25.2734375,1158.4609375,18070,18503,5,3,171820,172115,18185,153609,30403.5703125,23.85,109,0,0,0,0,0,0,0,0,0,0,78,0,0,18,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.4,0.07689208984375,173.8,0.162680053710937,1000,1,30849.2,221.769309997559,30848.8,221.281063842773,0,1,0,0,0,0,1000,1,0,0,0,0,0,1,2,14.6,14.6,14.6,8,8,8,22.6,22.6,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,272632,295672,0,0,0,4268,71068,75336,0,0,0,2,87.2,87.2,87.2,131,131,131,218.2,218.2,218.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9936,317668,327604,0,0,0,1928,260244,262172,0,0,0
2,0,2,0,126,15717,15911,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3470,46524,143695,11,2013/11/25,14:30:01,100,16,11.2,10.0875,0,73.6375,23.2,0,25.4,0,0,22881,1146,0.00,0.16,0.15,688220,224211,4096,32091.19921875,1682.1796875,26125.91796875,445.55078125,1255.28125,11.95703125,1158.58984375,14440,14649,7,3,134479,134280,14493,119646,30409.01953125,21.2875,110,0,0,0,0,0,0,0,0,0,0,320,0,0,170,34448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0.0792724609375,156.2,0.146400451660156,1000,1,24184.4,173.894473266602,24117.6,173.085336303711,0,1,0,0,0,0,1000,1,0,0,0,0,0,1,2,11.8,11.8,11.8,7,7,7,18.8,18.8,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,272632,295672,0,0,0,4268,71068,75336,0,0,0,2,80.4,80.4,80.4,117.2,117.2,117.2,197.6,197.6,197.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9936,317668,327604,0,0,0,1928,260244,262172,0,0,0
0,0,0,0,126,12215,12216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1779,41200,126586,2013/11/25,14:30:06,100,16,10.05,8.6875,0,78.4125,1,0,20.8,0,0,17024,852,0.00,0.16,0.15,663158,214363,4096,32091.19921875,1681.7578125,26128.14453125,445.5546875,1255.81640625,6.2578125,1158.6796875,13477,13478,7,4,130587,130851,13563,117351,30409.44140625,18.7375,111,0,0,0,0,0,0,0,0,0,0,185,0,0,104,18048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.4,0.1073486328125,176,0.161424255371094,1000,1,23410,170.190106201172,23476.8,170.251217651367,0,1,0,0,0,0,1000,1,0,0,0,0,0,1,2,9.2,9.2,9.2,5.4,5.4,5.4,14.6,14.6,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,272632,295672,0,0,0,4268,71068,75336,0,0,0,2,57.6,57.6,57.6,86.2,86.2,86.2,143.8,143.8,143.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9936,317668,327604,0,0,0,1928,260244,262172,0,0,0
0,0,0,0,126,15519,15892,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,50,46567,142567,2013/11/25,14:30:11,100,16,11.05,10.425,0,75.0375,0.4,0.2,25.6,0,0,21281,1066,0.00,0.15,0.15,681348,224446,4096,32091.19921875,1676.53125,26129.8203125,445.5546875,1256.41015625,7.796875,1158.6953125,14433,14781,5,2,138886,138242,14500,123469,30414.66796875,21.475,112,0,0,0,0,0,0,0,0,0,0,132,0,0,42,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.2,0.070257568359375,161,0.149667358398438,1000,1,24877,178.912506103516,24696,177.121395874023,0,1,0,0,0,0,1000,1,0,0,0,0,0,1,2,12,12,12,7.8,7.8,7.8,19.8,19.8,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,272632,295672,0,0,0,4268,71068,75336,0,0,0,2,79.6,79.6,79.6,116,116,116,195.6,195.6,195.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9936,317668,327604,0,0,0,1928,260244,262172,0,0,0
0,0,0,0,126,13536,13926,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1146,43665,135767,2013/11/25,14:30:16,100,16,11.5375,10.625,0,73.825,1.8,0,28.2,0,0,17024,852,0.00,0.15,0.15,710302,226751,4096,32091.19921875,1677.26953125,26132.34765625,445.5546875,1255.25,4.80078125,1158.73828125,13989,14389,5,3,131932,133155,14070,118753,30413.9296875,22.1625,113,0,0,0,0,0,0,0,0,0,0,123,0,0,60,11456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.2,0.0647125244140625,160.6,0.149516296386719,1000,1,23580.2,170.111468505859,23761.2,171.154034423828,0,1,0,0,0,0,1000,1,0,0,0,0,0,1,2,12,12,12,7,7,7,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,272632,295672,0,0,0,4268,71068,75336,0,0,0,2,80.6,80.6,80.6,118.2,118.2,118.2,198.8,198.8,198.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9936,317668,327604,0,0,0,1928,260244,262172,0,0,0
